False Positive Rate,True Positive Rate,Threshold
0.2215536105032823,0.9968701095461658,0.0023684210526315787
0.2237417943107221,0.9968701095461658,0.0022850186940266064
0.22921225382932167,0.9968701095461658,0.002258064516129032
0.23194748358862144,0.9968701095461658,0.0022500000000000003
0.23413566739606126,0.9968701095461658,0.0021485189820609095
0.23522975929978118,0.9968701095461658,0.0020168067226890756
0.23577680525164113,0.9968701095461658,0.0019538239538239538
0.23851203501094093,0.9968701095461658,0.0017543859649122805
0.23960612691466082,0.9968701095461658,0.001746031746031746
0.2401531728665208,0.9968701095461658,0.0016666666666666666
0.24234135667396062,0.9968701095461658,0.0016073663507956374
0.24890590809628008,0.9968701095461658,0.0015602836879432625
0.2800875273522976,0.9968701095461658,0.0015560640732265446
0.28063457330415753,0.9968701095461658,0.0015396825396825397
0.28938730853391686,0.9968701095461658,0.0014925373134328356
0.2910284463894967,0.9968701095461658,0.0014392991239048812
0.2937636761487965,0.9968701095461658,0.0014285714285714286
0.29431072210065645,0.9968701095461658,0.0012280006342159505
0.29540481400437635,0.9968701095461658,0.0010866910866910867
0.2975929978118162,0.9968701095461658,0.0010599334073251943
0.29814004376367614,0.9968701095461658,0.000984126984126984
0.300328227571116,0.9968701095461658,0.000851063829787234
0.3014223194748359,0.9968701095461658,0.0007692307692307692
0.3052516411378556,0.9968701095461658,0.0007563025210084033
0.3074398249452954,0.9968701095461658,0.0007331628303495311
0.3079868708971554,0.9968701095461658,0.0006936208445642409
0.31181619256017507,0.9968701095461658,0.0006666666666666666
0.31291028446389496,0.9968701095461658,0.0006397653400983035
0.36597374179431075,0.9968701095461658,0.000588235294117647
0.3665207877461707,0.9968701095461658,0.0005825097334531297
0.37089715536105033,0.9968701095461658,0.0005252525252525252
0.37800875273522977,0.9968701095461658,0.00047169811320754723
0.37910284463894967,0.9968701095461658,0.0003225806451612903
0.4212253829321663,0.9968701095461658,0.00031746031746031746
0.42396061269146607,0.9968701095461658,0.0002347463856897819
0.45076586433260396,0.9968701095461658,0.0002077922077922078
0.45842450765864334,0.9968701095461658,0.0001680672268907563
0.4638949671772429,0.9968701095461658,0.00014492753623188405
0.4896061269146608,0.9968701095461658,2.6954177897574127e-05
1.0,1.0,0.0
